t(s)	total_current(A)
312700	-0.05
312790	-0.05
312880	-0.05
312970	-0.05
313060	-0.05
313150	-0.05
313240	-0.05
313330	-0.05
313420	-0.05
313510	-0.05
313600	-0.05
313690	-0.05
313780	-0.05
313870	-0.05
313960	-0.05
314050	-0.05
314140	-0.05
314230	-0.05
314320	-0.05
314410	-0.05
314500	-0.05
314590	-0.05
314680	-0.05
314770	-0.05
314860	-0.05
314950	-0.05
315040	-0.05
315130	-0.05
315220	-0.05
315310	-0.05
315400	-0.05
315490	-0.05
315580	-0.05
315670	-0.05
315760	-0.05
315850	-0.05
315940	-0.05
316030	-0.05
316120	-0.05
316210	-0.05
316300	-0.05
316390	-0.05
316480	-0.05
316570	-0.05
316660	-0.05
316750	-0.05
316840	-0.05
316930	-0.05
317020	-0.05
317110	-0.05
317200	-0.05
317290	-0.05
317380	-0.05
317470	-0.05
317560	-0.05
317650	-0.05
317740	-0.05
317830	-0.05
317920	-0.05
318010	-0.05
318100	-0.05
318190	-0.05
318280	-0.05
318370	-0.05
318460	-0.05
318550	-0.05
318640	-0.05
318730	-0.05
318820	-0.05
318910	-0.05
319000	-0.05
319090	-0.05
319180	-0.05
319270	-0.05
319360	-0.05
319450	-0.05
319540	-0.05
319630	-0.05
319720	-0.05
319810	-0.05
319900	-0.05
319990	-0.05
320080	-0.05
320170	-0.05
320260	-0.05
320350	-0.05
320440	-0.05
320530	-0.05
320620	-0.05
320710	-0.05
320800	-0.05
320890	-0.05
320980	-0.05
321070	-0.05
321160	-0.05
321250	-0.05
321340	-0.05
321430	-0.05
321520	-0.05
321610	-0.05
321700	-0.05
321790	-0.05
321880	-0.05
321970	-0.05
322060	-0.05
322150	-0.05
322240	-0.05
322330	-0.05
322420	-0.05
322510	-0.05
322600	-0.05
322690	-0.05
322780	-0.05
322870	-0.05
322960	-0.05
323050	-0.05
323140	-0.05
323230	-0.05
323320	-0.05
323410	-0.05
323500	-0.05
323590	-0.05
323680	-0.05
323770	-0.05
323860	-0.05
323950	-0.05
324040	-0.05
324130	-0.05
324220	-0.05
324310	-0.05
324400	-0.05
324490	-0.05
324580	-0.05
324670	-0.05
324760	-0.05
324850	-0.05
324940	-0.05
325030	-0.05
325120	-0.05
325210	-0.05
325300	-0.05
325390	-0.05
325480	-0.05
325570	-0.05
325660	-0.05
325750	-0.05
325840	-0.05
325930	-0.05
326020	-0.05
326110	-0.05
326200	-0.05
326290	-0.05
326380	-0.05
326470	-0.05
326560	-0.05
326650	-0.05
326740	-0.05
326830	-0.05
326920	-0.05
327010	-0.05
327100	-0.05
327190	-0.05
327280	-0.05
327370	-0.05
327460	-0.05
327550	-0.05
327640	-0.05
327730	-0.05
327820	-0.05
327910	-0.05
328000	-0.05
328090	-0.05
328180	-0.05
328270	-0.05
328360	-0.05
328450	-0.05
328540	-0.05
328630	-0.05
328720	-0.05
328810	-0.05
328900	-0.05
328990	-0.05
329080	-0.05
329170	-0.05
329260	-0.05
329350	-0.05
329440	-0.05
329530	-0.05
329620	-0.05
329710	-0.05
329800	-0.05
329890	-0.05
329980	-0.05
330070	-0.05
330160	-0.05
330250	-0.05
330340	-0.05
330430	-0.05
330520	-0.05
330610	-0.05
330700	-0.05
330790	-0.05
330880	-0.05
330970	-0.05
331060	-0.05
331150	-0.05
331240	-0.05
331330	-0.05
331420	-0.05
331510	-0.05
331600	-0.05
331690	-0.05
331780	-0.05
331870	-0.05
331960	-0.05
332050	-0.05
332140	-0.05
332230	-0.05
332320	-0.05
332410	-0.05
332500	-0.05
332590	-0.05
332680	-0.05
332770	-0.05
332860	-0.05
332950	-0.05
333040	-0.05
333130	-0.05
333220	-0.05
333310	-0.05
333400	-0.05
333490	-0.05
333580	-0.05
333670	-0.05
333760	-0.05
333850	-0.05
333940	-0.05
334030	-0.05
334120	-0.05
334210	-0.05
334300	-0.05
334390	-0.05
334480	-0.05
334570	-0.05
334660	-0.05
334750	-0.05
334840	-0.05
334930	-0.05
335020	-0.05
335110	-0.05
335200	-0.05
335290	-0.05
335380	-0.05
335470	-0.05
335560	-0.05
335650	-0.05
335740	-0.05
335830	-0.05
335920	-0.05
336010	-0.05
336100	-0.05
336190	-0.05
336280	-0.05
336370	-0.05
336460	-0.05
336550	-0.05
336640	-0.05
336730	-0.05
336820	-0.05
336910	-0.05
337000	-0.05
337090	-0.05
337180	-0.05
337270	-0.05
337360	-0.05
337450	-0.05
337540	-0.05
337630	-0.05
337720	-0.05
337810	-0.05
337900	-0.05
337990	-0.05
338080	-0.05
338170	-0.05
338260	-0.05
338350	-0.05
338440	-0.05
338530	-0.05
338620	-0.05
338710	-0.05
338800	-0.05
338890	-0.05
338980	-0.05
339070	-0.05
339160	-0.05
339250	-0.05
339340	-0.05
339430	-0.05
339520	-0.05
339610	-0.05
339700	-0.05
339790	-0.05
339880	-0.05
339970	-0.05
340060	-0.05
340150	-0.05
340240	-0.05
340330	-0.05
340420	-0.05
340510	-0.05
340600	-0.05
340690	-0.05
340780	-0.05
340870	-0.05
340960	-0.05
341050	-0.05
341140	-0.05
341230	-0.05
341320	-0.05
341410	-0.05
341500	-0.05
341590	-0.05
341680	-0.05
341770	-0.05
341860	-0.05
341950	-0.05
342040	-0.05
342130	-0.05
342220	-0.05
342310	-0.05
342400	-0.05
342490	-0.05
342580	-0.05
342670	-0.05
342760	-0.05
342850	-0.05
342940	-0.05
343030	-0.05
343120	-0.05
343210	-0.05
343300	-0.05
343390	-0.05
343480	-0.05
343570	-0.05
343660	-0.05
343750	-0.05
343840	-0.05
343930	-0.05
344020	-0.05
344110	-0.05
344200	-0.05
344290	-0.05
344380	-0.05
344470	-0.05
344560	-0.05
344650	-0.05
344740	-0.05
344830	-0.05
344920	-0.05
345010	-0.05
345100	-0.05
345190	-0.05
345280	-0.05
345370	-0.05
345460	-0.05
345550	-0.05
345640	-0.05
345730	-0.05
345820	-0.05
345910	-0.05
346000	-0.05
346090	-0.05
346180	-0.05
346270	-0.05
346360	-0.05
346450	-0.05
346540	-0.05
346630	-0.05
346720	-0.05
346810	-0.05
346900	-0.05
346990	-0.05
347080	-0.05
347170	-0.05
347260	-0.05
347350	-0.05
347440	-0.05
347530	-0.05
347620	-0.05
347710	-0.05
347800	-0.05
347890	-0.05
347980	-0.05
348070	-0.05
348160	-0.05
348250	-0.05
348340	-0.05
348430	-0.05
348520	-0.05
348610	-0.05
348700	-0.05
348790	-0.05
348880	-0.05
348970	-0.05
349060	-0.05
349150	-0.05
349240	-0.05
349330	-0.05
349420	-0.05
349510	-0.05
349600	-0.05
349690	-0.05
349780	-0.05
349870	-0.05
349960	-0.05
350050	-0.05
350140	-0.05
350230	-0.05
350320	-0.05
350410	-0.05
350500	-0.05
350590	-0.05
350680	-0.05
350770	-0.05
350860	-0.05
350950	-0.05
351040	-0.05
351130	-0.05
351220	-0.05
351310	-0.05
351400	-0.05
351490	-0.05
351580	-0.05
351670	-0.05
351760	-0.05
351850	-0.05
351940	-0.05
352030	-0.05
352120	-0.05
352210	-0.05
352300	-0.05
352390	-0.05
352480	-0.05
352570	-0.05
352660	-0.05
352750	-0.05
352840	-0.05
352930	-0.05
353020	-0.05
353110	-0.05
353200	-0.05
353290	-0.05
353380	-0.05
353470	-0.05
353560	-0.05
353650	-0.05
353740	-0.05
353830	-0.05
353920	-0.05
354010	-0.05
354100	-0.05
354190	-0.05
354280	-0.05
354370	-0.05
354460	-0.05
354550	-0.05
354640	-0.05
354730	-0.05
354820	-0.05
354910	-0.05
355000	-0.05
355090	-0.05
355180	-0.05
355270	-0.05
355360	-0.05
355450	-0.05
355540	-0.05
355630	-0.05
355720	-0.05
355810	-0.05
355900	-0.05
355990	-0.05
356080	-0.05
356170	-0.05
356260	-0.05
356350	-0.05
356440	-0.05
356530	-0.05
356620	-0.05
356710	-0.05
356800	-0.05
356890	-0.05
356980	-0.05
357070	-0.05
357160	-0.05
357250	-0.05
357340	-0.05
357430	-0.05
357520	-0.05
357610	-0.05
357700	-0.05
357790	-0.05
357880	-0.05
357970	-0.05
358060	-0.05
358150	-0.05
358240	-0.05
358330	-0.05
358420	-0.05
358510	-0.05
358600	-0.05
358690	-0.05
358780	-0.05
358870	-0.05
358960	-0.05
359050	-0.05
359140	-0.05
359230	-0.05
359320	-0.05
359410	-0.05
359500	-0.05
359590	-0.05
359680	-0.05
359770	-0.05
359860	-0.05
359950	-0.05
360040	-0.05
360130	-0.05
360220	-0.05
360310	-0.05
360400	-0.05
360490	-0.05
360580	-0.05
360670	-0.05
360760	-0.05
360850	-0.05
360940	-0.05
361030	-0.05
361120	-0.05
361210	-0.05
361300	-0.05
361390	-0.05
361480	-0.05
361570	-0.05
361660	-0.05
361750	-0.05
361840	-0.05
361930	-0.05
362020	-0.05
362110	-0.05
362200	-0.05
362290	-0.05
362380	-0.05
362470	-0.05
362560	-0.05
362650	-0.05
362740	-0.05
362830	-0.05
362920	-0.05
363010	-0.05
363100	-0.05
363190	-0.05
363280	-0.05
363370	-0.05
363460	-0.05
363550	-0.05
363640	-0.05
363730	-0.05
363820	-0.05
363910	-0.05
364000	-0.05
364090	-0.05
364180	-0.05
364270	-0.05
364360	-0.05
364450	-0.05
364540	-0.05
364630	-0.05
364720	-0.05
364810	-0.05
364900	-0.05
364990	-0.05
365080	-0.05
365170	-0.05
365260	-0.05
365350	-0.05
365440	-0.05
365530	-0.05
365620	-0.05
365710	-0.05
365800	-0.05
365890	-0.05
365980	-0.05
366070	-0.05
366160	-0.05
366250	-0.05
366340	-0.05
366430	-0.05
366520	-0.05
366610	-0.05
366700	-0.05
366790	-0.05
366880	-0.05
366970	-0.05
